likert_nang_dong,likert_huong_noi,likert_sang_tao,likert_logic,likert_to_mo,likert_thi_nghiem,likert_moi_truong,likert_dinh_duong,likert_tranh_luan,likert_thiet_ke,ips_likert_nang_dong,ips_likert_huong_noi,ips_likert_sang_tao,ips_likert_logic,ips_likert_to_mo,ips_likert_thi_nghiem,ips_likert_moi_truong,ips_likert_dinh_duong,ips_likert_tranh_luan,ips_likert_thiet_ke,likert_tb,likert_dolech,diem_Van,diem_Dia,diem_Anh,diem_Toan,diem_Gdktpl,diem_Tin,diem_Su,diem_Ly,diem_Hoa,diem_Sinh,z_diem_Van,z_diem_Dia,z_diem_Anh,z_diem_Toan,z_diem_Gdktpl,z_diem_Tin,z_diem_Su,z_diem_Ly,z_diem_Hoa,z_diem_Sinh,diem_tb,diem_lech,z_tb,z_max,th_A00,th_A01,th_B00,th_B08,th_C00,th_C01,th_C02,th_C03,th_D01,th_D07,th_D09,th_D14,th_D15,th_X01,th_X26,gioi_tinh_nam,muc_tieu,ma_nganh,ma_nhom,nguon,is_that,sample_weight
5.0,1.0,5.0,3.0,3.0,1.0,1.0,1.0,3.0,2.0,2.5,-1.5,2.5,0.5,0.5,-1.5,-1.5,-1.5,0.5,-0.5,2.5,1.5,6.0,,8.0,7.5,,,,,,,-0.8725594070710223,,0.6055823109474169,0.1601440586046899,,,,,,,7.166666666666667,2.0,-0.0356110125063051,0.6055823109474169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7340120,1,ttth,0,1.0
2.0,3.0,4.0,3.0,4.0,1.0,1.0,1.0,3.0,1.0,-0.2999999999999998,0.7000000000000002,1.7000000000000002,0.7000000000000002,1.7000000000000002,-1.2999999999999998,-1.2999999999999998,-1.2999999999999998,0.7000000000000002,-1.2999999999999998,2.3,1.1874342087037917,,,7.4,7.6,,,,6.5,,,,,0.0379659799605137,0.2758036177964809,,,,-0.7256591016695648,,,7.166666666666667,1.0999999999999996,-0.13729650130419,0.2758036177964809,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7510202,5,ttth,0,1.0
3.0,2.0,4.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,0.0,-1.0,1.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,3.0,0.6324555320336759,,,8.6,6.75,,,,,8.2,,,,1.17319864193432,-0.7073026353337455,,,,,0.971803891076294,,7.849999999999999,1.8499999999999996,0.4792332992256229,1.17319864193432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7540101,7,ttth,0,1.0
1.0,4.0,3.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,-1.2000000000000002,1.7999999999999998,0.7999999999999998,1.7999999999999998,2.8,-1.2000000000000002,-1.2000000000000002,-1.2000000000000002,-1.2000000000000002,-1.2000000000000002,2.2,1.5362291495737217,,,7.4,7.0,,,,7.2,,,,,0.0379659799605137,-0.418153737354267,,,,0.0190191730668535,,,7.2,0.4000000000000003,-0.1203895281089665,0.0379659799605137,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,7510301,5,ttth,0,1.0
2.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,-0.8999999999999999,-0.8999999999999999,-0.8999999999999999,0.1,0.1,0.1,1.1,1.1,0.1,0.1,2.9,0.7000000000000001,,,,7.6,,,,7.0,7.25,,,,,0.2758036177964809,,,,-0.1937460482864089,-0.1626405960929033,,7.283333333333334,0.5999999999999996,-0.0268610088609437,0.2758036177964809,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,7380107,8,ttth,0,1.0
4.0,5.0,5.0,3.0,3.0,1.0,5.0,3.0,3.0,5.0,0.2999999999999998,1.2999999999999998,1.2999999999999998,-0.7000000000000002,-0.7000000000000002,-2.7,1.2999999999999998,-0.7000000000000002,-0.7000000000000002,1.2999999999999998,3.7,1.2688577540449522,,,7.4,8.25,,,7.6,,,,,,0.0379659799605137,1.0275907525431254,,,0.0547743895668318,,,,7.75,0.8499999999999996,0.3734437073568236,1.0275907525431254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,7220201,8,ttth,0,1.0
4.0,2.0,4.0,3.0,5.0,5.0,5.0,5.0,4.0,5.0,-0.2000000000000001,-2.2,-0.2000000000000001,-1.2000000000000002,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,-0.2000000000000001,0.7999999999999998,4.2,0.9797958971132712,6.0,,7.2,8.0,,,,,,,-0.8725594070710223,,-0.1512394637017876,0.7384418545636469,,,,,,,7.066666666666666,2.0,-0.0951190054030543,0.7384418545636469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,7340101,1,ttth,0,1.0
5.0,2.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,1.1,-1.9,0.1,0.1,0.1,1.1,-0.8999999999999999,0.1,0.1,0.1,3.9,0.8306623862918073,,,,7.5,,,,,5.75,8.2,,,,0.1601440586046899,,,,,-1.9538687337284792,1.1975405244093398,7.1499999999999995,2.4499999999999993,-0.1987280502381498,1.1975405244093398,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,7540101,7,ttth,0,1.0
3.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,5.0,4.0,-0.7000000000000002,-0.7000000000000002,0.2999999999999998,-0.7000000000000002,-0.7000000000000002,0.2999999999999998,0.2999999999999998,0.2999999999999998,1.2999999999999998,0.2999999999999998,3.7,0.6403124237432849,7.0,,5.8,7.25,,,,,,,0.0231255332784229,,-1.475677569337896,-0.1290048393747885,,,,,,,6.683333333333334,1.4500000000000002,-0.5271856251447539,0.0231255332784229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7340129,7,ttth,0,1.0
4.0,4.0,3.0,5.0,5.0,4.0,5.0,4.0,4.0,2.0,0.0,0.0,-1.0,1.0,1.0,0.0,1.0,0.0,0.0,-2.0,4.0,0.8944271909999159,6.75,,9.2,6.2,,,,,,,-0.2007957018089383,,1.7408149729212232,-1.3434302108885978,,,,,,,7.383333333333333,2.999999999999999,0.065529686741229,1.7408149729212232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7380107,8,ttth,0,1.0
3.0,2.0,3.0,3.0,3.0,3.0,5.0,2.0,3.0,5.0,-0.2000000000000001,-1.2000000000000002,-0.2000000000000001,-0.2000000000000001,-0.2000000000000001,-0.2000000000000001,1.7999999999999998,-1.2000000000000002,-0.2000000000000001,1.7999999999999998,3.2,0.9797958971132712,,,,7.0,,,,6.0,6.0,,,,,-0.418153737354267,,,,-1.2575721550527206,-1.6553307107892166,,6.333333333333333,1.0,-1.1103522010654014,-0.418153737354267,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7850101,7,ttth,0,1.0
5.0,3.0,5.0,4.0,4.0,2.0,1.0,2.0,3.0,3.0,1.7999999999999998,-0.2000000000000001,1.7999999999999998,0.7999999999999998,0.7999999999999998,-1.2000000000000002,-2.2,-1.2000000000000002,-0.2000000000000001,-0.2000000000000001,3.2,1.2489995996796797,7.8,,7.8,8.5,,,,,,,0.739673485557979,,0.4163768672851156,1.316739650522604,,,,,,,8.033333333333333,0.7000000000000002,0.8242633344552329,1.316739650522604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7340115,1,ttth,0,1.0
4.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,3.0,3.0,1.5,-0.5,0.5,0.5,-0.5,-0.5,-0.5,-1.5,0.5,0.5,2.5,0.806225774829855,6.25,,8.8,7.8,,,,,,,-0.6486381719836609,,1.3624040855966222,0.507122736180064,,,,,,,7.616666666666667,2.5500000000000007,0.4069628832643417,1.3624040855966222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7340301,2,ttth,0,1.0
1.0,5.0,3.0,4.0,4.0,3.0,2.0,2.0,3.0,1.0,-1.7999999999999998,2.2,0.2000000000000001,1.2000000000000002,1.2000000000000002,0.2000000000000001,-0.7999999999999998,-0.7999999999999998,0.2000000000000001,-1.7999999999999998,2.8,1.24899959967968,,,7.0,7.5,,,,,6.6,,,,-0.3404449073640889,0.1601440586046899,,,,,-0.9388394557349866,,7.033333333333334,0.9000000000000004,-0.3730467681647951,0.1601440586046899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7480201,0,ttth,0,1.0
5.0,1.0,3.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,0.9000000000000004,-3.0999999999999996,-1.0999999999999996,-0.0999999999999996,0.9000000000000004,0.9000000000000004,0.9000000000000004,0.9000000000000004,-0.0999999999999996,-0.0999999999999996,4.1,1.2206555615733703,,,,6.25,,,,7.5,7.6,,,,,-1.2856004312927023,,,,0.3381670050967468,0.255312636022064,,7.116666666666667,1.3499999999999996,-0.2307069300579639,0.3381670050967468,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,7510301,5,ttth,0,1.0
3.0,3.0,3.0,4.0,4.0,2.0,2.0,4.0,1.0,2.0,0.2000000000000001,0.2000000000000001,0.2000000000000001,1.2000000000000002,1.2000000000000002,-0.7999999999999998,-0.7999999999999998,1.2000000000000002,-1.7999999999999998,-0.7999999999999998,2.8,0.9797958971132712,,,7.6,8.0,,,,6.5,,,,,0.2271714236228142,0.7384418545636469,,,,-0.7256591016695648,,,7.366666666666667,1.5,0.079984725505632,0.7384418545636469,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7510301,5,ttth,0,1.0
2.0,1.0,2.0,3.0,5.0,5.0,2.0,5.0,3.0,1.0,-0.8999999999999999,-1.9,-0.8999999999999999,0.1,2.1,2.1,-0.8999999999999999,2.1,0.1,-1.9,2.9,1.5132745950421556,,,,6.75,,,,,8.5,7.8,,,,-0.7073026353337455,,,,,1.33004951860341,0.7757498580664824,7.683333333333334,1.75,0.4661655804453823,1.33004951860341,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7819010,4,ttth,0,1.0
1.0,5.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,-1.4,2.6,-0.3999999999999999,0.6000000000000001,-0.3999999999999999,-0.3999999999999999,-0.3999999999999999,-0.3999999999999999,0.6000000000000001,-0.3999999999999999,2.4,1.019803902718557,,,,8.0,,,,7.0,7.5,,,,,0.7384418545636469,,,,-0.1937460482864089,0.1358974268463594,,7.5,1.0,0.2268644110411991,0.7384418545636469,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7480201,0,ttth,0,1.0
5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0999999999999996,-0.9000000000000004,0.0999999999999996,0.0999999999999996,0.0999999999999996,0.0999999999999996,0.0999999999999996,0.0999999999999996,0.0999999999999996,0.0999999999999996,4.9,0.2999999999999999,7.8,,6.6,6.75,,,,,,,0.739673485557979,,-0.7188557946886915,-0.7073026353337455,,,,,,,7.05,1.2000000000000002,-0.228828314821486,0.739673485557979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7810201,4,ttth,0,1.0
3.0,3.0,5.0,2.0,5.0,3.0,3.0,4.0,4.0,4.0,-0.6000000000000001,-0.6000000000000001,1.4,-1.6,1.4,-0.6000000000000001,-0.6000000000000001,0.3999999999999999,0.3999999999999999,0.3999999999999999,3.6,0.916515138991168,,,6.6,8.0,,,7.6,,,,,,-0.7188557946886915,0.7384418545636469,,,0.0547743895668318,,,,7.4,1.4000000000000004,0.0247868164805957,0.7384418545636469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,7220201,8,ttth,0,1.0
3.0,1.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,-1.0,-3.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,4.0,1.1832159566199232,,,8.8,7.4,,,,7.0,,,,,1.3624040855966222,0.0444844994128989,,,,-0.1937460482864089,,,7.733333333333334,1.8000000000000007,0.4043808455743707,1.3624040855966222,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,7480201,0,ttth,0,1.0
5.0,1.0,4.0,3.0,3.0,1.0,1.0,5.0,4.0,3.0,2.0,-2.0,1.0,0.0,0.0,-2.0,-2.0,2.0,1.0,0.0,3.0,1.4832396974191326,4.4,,7.0,6.75,,,,,,,-2.3056553116301344,,-0.3404449073640889,-0.7073026353337455,,,,,,,6.05,2.5999999999999996,-1.1178009514426563,-0.3404449073640889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,7810202,4,ttth,0,1.0
4.0,1.0,3.0,1.0,3.0,2.0,2.0,4.0,3.0,2.0,1.5,-1.5,0.5,-1.5,0.5,-0.5,-0.5,1.5,0.5,-0.5,2.5,1.02469507659596,7.25,,7.2,7.8,,,,,,,0.2470467683657842,,-0.1512394637017876,0.507122736180064,,,,,,,7.416666666666667,0.5999999999999996,0.2009766802813535,0.507122736180064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7810103,4,ttth,0,1.0
5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,1.4,-0.6000000000000001,-0.6000000000000001,-0.6000000000000001,-0.6000000000000001,-0.6000000000000001,-0.6000000000000001,-0.6000000000000001,1.4,1.4,3.6,0.916515138991168,,,,8.0,,,,7.5,6.6,,,,,0.7384418545636469,,,,0.3381670050967468,-0.9388394557349866,,7.366666666666667,1.4000000000000004,0.0459231346418023,0.7384418545636469,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7340115,1,ttth,0,1.0
4.0,1.0,2.0,4.0,3.0,4.0,3.0,2.0,3.0,1.0,1.2999999999999998,-1.7000000000000002,-0.7000000000000002,1.2999999999999998,0.2999999999999998,1.2999999999999998,0.2999999999999998,-0.7000000000000002,0.2999999999999998,-1.7000000000000002,2.7,1.1,,,,7.5,,,,7.5,7.8,,,,,0.1601440586046899,,,,0.3381670050967468,0.4941430543734743,,7.6,0.2999999999999998,0.3308180393583037,0.4941430543734743,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7380107,8,ttth,0,1.0
3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,4.0,3.0,-0.2999999999999998,-0.2999999999999998,-0.2999999999999998,-0.2999999999999998,-0.2999999999999998,-0.2999999999999998,-0.2999999999999998,1.7000000000000002,0.7000000000000002,-0.2999999999999998,3.3,0.6403124237432849,,,8.0,8.0,,,,,7.0,,,,0.6055823109474169,0.7384418545636469,,,,,-0.4611786190321659,,7.666666666666667,1.0,0.2942818488262992,0.7384418545636469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7540101,7,ttth,0,1.0
