to_hop_thi,diem_Van,diem_Dia,diem_Anh,diem_Toan,diem_Gdktpl,diem_Tin,diem_Su,diem_Ly,diem_Hoa,diem_Sinh,nguon,ma_nganh,j_nganh,ma_nhom,i_trong_nganh
D01,6.58,,9.2,7.2,,,,,,,ttth,7220204,1,8,12
D01,8.2,,8.0,7.0,,,,,,,ttth,7220204,1,8,13
D01,6.5,,8.8,8.0,,,,,,,ttth,7220204,1,8,14
A01,,,7.2,7.8,,,,7.75,,,ttth,7220204,1,8,15
D01,7.75,,7.4,7.4,,,,,,,ttth,7220204,1,8,16
D09,,,8.6,8.0,,,7.75,,,,ttth,7220204,1,8,17
D01,6.8,,7.6,8.5,,,,,,,ttth,7220204,1,8,18
D01,8.25,,8.4,6.8,,,,,,,ttth,7220204,1,8,19
D01,7.4,,8.4,8.25,,,,,,,ttth,7220204,1,8,20
D09,,,6.8,7.75,,,6.8,,,,ttth,7220204,1,8,21
D01,7.2,,7.6,8.25,,,,,,,ttth,7220204,1,8,22
D01,6.4,,7.8,8.25,,,,,,,ttth,7220204,1,8,23
D01,7.6,,7.8,8.75,,,,,,,ttth,7220204,1,8,24
D09,,,7.8,7.25,,,6.2,,,,ttth,7220204,1,8,25
D01,7.25,,9.0,6.4,,,,,,,ttth,7220204,1,8,26
A01,,,7.6,8.5,,,,6.6,,,ttth,7220204,1,8,27
D01,6.4,,7.0,8.5,,,,,,,ttth,7220204,1,8,28
A01,,,8.2,7.25,,,,8.0,,,ttth,7220204,1,8,29
D01,8.25,,7.2,8.2,,,,,,,ttth,7220204,1,8,30
D01,8.5,,7.2,8.6,,,,,,,ttth,7220204,1,8,31
A01,,,8.2,8.0,,,,7.25,,,ttth,7220204,1,8,32
D01,6.8,,5.6,8.5,,,,,,,ttth,7220204,1,8,33
D01,7.75,,8.0,7.2,,,,,,,ttth,7220204,1,8,34
D01,6.6,,7.2,7.75,,,,,,,ttth,7220204,1,8,35
D01,7.2,,8.2,8.75,,,,,,,ttth,7220204,1,8,36
D01,7.6,,7.2,8.25,,,,,,,ttth,7220204,1,8,37
D01,8.0,,7.6,7.4,,,,,,,ttth,7220204,1,8,38
D01,7.8,,7.6,9.0,,,,,,,ttth,7220204,1,8,39
D01,8.8,,7.8,8.25,,,,,,,ttth,7220204,1,8,40
D01,8.0,,7.4,7.6,,,,,,,ttth,7220204,1,8,41
D01,8.4,,8.2,6.25,,,,,,,ttth,7220204,1,8,42
D01,8.0,,8.2,7.4,,,,,,,ttth,7220204,1,8,43
D01,7.6,,7.4,6.5,,,,,,,ttth,7220204,1,8,44
D09,,,7.6,8.5,,,5.2,,,,ttth,7220204,1,8,45
A01,,,7.8,8.0,,,,6.4,,,ttth,7220204,1,8,46
D01,6.2,,7.2,7.75,,,,,,,ttth,7220204,1,8,47
D01,8.0,,7.8,7.0,,,,,,,ttth,7220204,1,8,48
D09,,,8.6,7.0,,,7.6,,,,ttth,7220204,1,8,49
D01,7.75,,8.8,7.6,,,,,,,ttth,7220204,1,8,50
D01,6.5,,8.6,7.4,,,,,,,ttth,7220204,1,8,51
D01,7.75,,7.0,7.8,,,,,,,ttth,7220204,1,8,52
D01,8.5,,8.4,7.6,,,,,,,ttth,7220204,1,8,53
D01,8.25,,8.8,7.8,,,,,,,ttth,7220204,1,8,54
D01,7.75,,7.4,7.4,,,,,,,ttth,7220204,1,8,55
D01,8.25,,8.0,8.2,,,,,,,ttth,7220204,1,8,56
D01,8.25,,8.6,7.6,,,,,,,ttth,7220204,1,8,57
A01,,,7.8,8.0,,,,7.75,,,ttth,7220204,1,8,58
D09,,,8.2,6.4,,,8.5,,,,ttth,7220204,1,8,59
D01,8.2,,7.0,7.75,,,,,,,ttth,7220204,1,8,60
A01,,,7.4,8.0,,,,7.6,,,ttth,7220204,1,8,61
D01,7.25,,8.2,7.4,,,,,,,ttth,7220204,1,8,62
D01,8.0,,7.0,8.5,,,,,,,ttth,7220204,1,8,63
D01,8.2,,8.4,7.75,,,,,,,ttth,7220204,1,8,64
D01,7.2,,7.0,8.25,,,,,,,ttth,7220204,1,8,65
D01,9.25,,6.0,7.4,,,,,,,ttth,7220204,1,8,66
D01,8.5,,7.0,8.0,,,,,,,ttth,7220204,1,8,67
D01,7.6,,7.4,8.75,,,,,,,ttth,7220204,1,8,68
D09,,,7.4,9.25,,,5.6,,,,ttth,7220204,1,8,69
D01,7.4,,6.6,8.25,,,,,,,ttth,7220204,1,8,70
A01,,,8.6,7.0,,,,5.4,,,ttth,7220204,1,8,71
D09,,,7.4,9.0,,,5.0,,,,ttth,7220204,1,8,72
A01,,,8.4,7.4,,,,7.0,,,ttth,7220204,1,8,73
D01,7.75,,7.8,7.2,,,,,,,ttth,7220204,1,8,74
D01,8.75,,7.2,8.2,,,,,,,ttth,7220204,1,8,75
D01,7.75,,8.0,7.4,,,,,,,ttth,7220204,1,8,76
A01,,,7.8,8.6,,,,7.5,,,ttth,7220204,1,8,77
D01,6.2,,7.2,7.5,,,,,,,ttth,7220204,1,8,78
D01,6.4,,7.4,7.75,,,,,,,ttth,7220204,1,8,79
D01,7.75,,8.8,7.4,,,,,,,ttth,7220204,1,8,80
D01,8.25,,7.2,8.0,,,,,,,ttth,7220204,1,8,81
A01,,,7.2,6.5,,,,6.8,,,ttth,7220204,1,8,82
D01,7.2,,6.2,7.75,,,,,,,ttth,7220204,1,8,83
D01,7.5,,8.2,8.0,,,,,,,ttth,7220204,1,8,84
D01,7.6,,7.6,8.75,,,,,,,ttth,7220204,1,8,85
D01,8.75,,6.2,7.8,,,,,,,ttth,7220204,1,8,86
D01,8.25,,7.8,7.0,,,,,,,ttth,7220204,1,8,87
D01,6.0,,7.8,9.0,,,,,,,ttth,7220204,1,8,88
D01,8.5,,7.0,7.2,,,,,,,ttth,7220204,1,8,89
D09,,,6.0,9.0,,,7.8,,,,ttth,7220204,1,8,90
D01,7.6,,8.2,8.0,,,,,,,ttth,7220204,1,8,91
A01,,,8.6,8.6,,,,7.25,,,ttth,7220204,1,8,92
D01,7.2,,8.4,7.75,,,,,,,ttth,7220204,1,8,93
D01,7.0,,8.6,8.4,,,,,,,ttth,7220204,1,8,94
D01,7.0,,7.0,7.75,,,,,,,ttth,7220204,1,8,95
D01,5.2,,6.8,8.5,,,,,,,ttth,7220204,1,8,96
D01,7.08,,8.2,8.4,,,,,,,ttth,7220204,1,8,97
D09,,,7.0,8.5,,,7.2,,,,ttth,7220204,1,8,98
A01,,,8.4,7.6,,,,7.75,,,ttth,7220204,1,8,99
D01,6.5,,9.4,7.2,,,,,,,ttth,7220204,1,8,100
D09,,,7.0,7.5,,,7.8,,,,ttth,7220204,1,8,101
D01,6.25,,8.2,8.2,,,,,,,ttth,7220204,1,8,102
D01,7.25,,9.0,6.8,,,,,,,ttth,7220204,1,8,103
D01,7.0,,7.0,8.0,,,,,,,ttth,7220204,1,8,104
D01,7.6,,6.0,6.75,,,,,,,ttth,7220204,1,8,105
D09,,,7.0,8.0,,,7.4,,,,ttth,7220204,1,8,106
D01,6.75,,8.0,7.8,,,,,,,ttth,7220204,1,8,107
D01,6.0,,7.2,8.25,,,,,,,ttth,7220204,1,8,108
D01,6.8,,7.4,8.25,,,,,,,ttth,7220204,1,8,109
D01,7.0,,7.6,9.25,,,,,,,ttth,7220204,1,8,110
D01,8.2,,7.6,8.5,,,,,,,ttth,7220204,1,8,111
D01,6.8,,8.2,7.5,,,,,,,ttth,7220204,1,8,112
D01,7.25,,6.8,8.2,,,,,,,ttth,7220204,1,8,113
D01,7.5,,9.0,7.2,,,,,,,ttth,7220204,1,8,114
D01,8.0,,8.0,7.0,,,,,,,ttth,7220204,1,8,115
D01,6.4,,7.4,7.25,,,,,,,ttth,7220204,1,8,116
D01,7.4,,7.0,7.0,,,,,,,ttth,7220204,1,8,117
D01,7.0,,8.8,7.2,,,,,,,ttth,7220204,1,8,118
D01,7.25,,8.2,7.8,,,,,,,ttth,7220204,1,8,119
D01,8.0,,7.2,6.75,,,,,,,ttth,7340101,2,1,0
A00,,,,8.6,,,,7.25,8.5,,ttth,7340101,2,1,1
A00,,,,7.75,,,,7.75,8.4,,ttth,7340101,2,1,2
D01,8.75,,7.6,7.6,,,,,,,ttth,7340101,2,1,3
D01,7.4,,7.4,8.0,,,,,,,ttth,7340101,2,1,4
A00,,,,8.2,,,,7.75,8.75,,ttth,7340101,2,1,5
A01,,,7.6,8.25,,,,7.8,,,ttth,7340101,2,1,6
A01,,,7.4,7.5,,,,9.0,,,ttth,7340101,2,1,7
D01,5.8,,7.0,8.5,,,,,,,ttth,7340101,2,1,8
D01,6.0,,7.8,8.75,,,,,,,ttth,7340101,2,1,9
D01,7.25,,8.8,7.6,,,,,,,ttth,7340101,2,1,10
D01,7.6,,7.2,8.0,,,,,,,ttth,7340101,2,1,11
A00,,,,8.2,,,,7.5,8.0,,ttth,7340101,2,1,12
A00,,,,6.75,,,,6.75,7.8,,ttth,7340101,2,1,13
A00,,,,9.2,,,,8.25,7.75,,ttth,7340101,2,1,14
A00,,,,6.0,,,,7.75,8.0,,ttth,7340101,2,1,15
A00,,,,8.0,,,,7.0,8.2,,ttth,7340101,2,1,16
D01,7.6,,7.6,7.5,,,,,,,ttth,7340101,2,1,17
D01,7.75,,8.2,7.6,,,,,,,ttth,7340101,2,1,18
A00,,,,7.25,,,,7.25,7.4,,ttth,7340101,2,1,19
A00,,,,8.4,,,,7.5,8.25,,ttth,7340101,2,1,20
A00,,,,7.5,,,,7.25,8.2,,ttth,7340101,2,1,21
A00,,,,7.5,,,,8.0,7.8,,ttth,7340101,2,1,22
A01,,,9.0,7.2,,,,7.75,,,ttth,7340101,2,1,23
A00,,,,8.2,,,,8.25,7.75,,ttth,7340101,2,1,24
D01,8.4,,7.4,6.0,,,,,,,ttth,7340101,2,1,25
A00,,,,6.25,,,,7.25,7.4,,ttth,7340101,2,1,26
A01,,,8.6,7.4,,,,7.25,,,ttth,7340101,2,1,27
A01,,,7.2,7.75,,,,7.8,,,ttth,7340101,2,1,28
D01,7.6,,7.0,7.0,,,,,,,ttth,7340101,2,1,29
A00,,,,7.0,,,,7.25,8.2,,ttth,7340101,2,1,30
D01,7.2,,7.0,7.0,,,,,,,ttth,7340101,2,1,31
D01,7.2,,8.0,6.25,,,,,,,ttth,7340101,2,1,32
A00,,,,7.25,,,,7.0,7.6,,ttth,7340101,2,1,33
D01,6.0,,5.8,9.0,,,,,,,ttth,7340101,2,1,34
A01,,,8.0,7.75,,,,7.6,,,ttth,7340101,2,1,35
A00,,,,7.5,,,,7.5,8.2,,ttth,7340101,2,1,36
A00,,,,8.4,,,,7.75,7.25,,ttth,7340101,2,1,37
A00,,,,8.0,,,,8.25,8.5,,ttth,7340101,2,1,38
A00,,,,6.5,,,,7.25,6.8,,ttth,7340101,2,1,39
A00,,,,8.25,,,,7.5,7.6,,ttth,7340101,2,1,40
A00,,,,8.4,,,,8.25,7.25,,ttth,7340101,2,1,41
A00,,,,7.75,,,,6.75,7.4,,ttth,7340101,2,1,42
D01,7.6,,6.8,9.0,,,,,,,ttth,7340101,2,1,43
D01,7.4,,7.2,8.0,,,,,,,ttth,7340101,2,1,44
D01,6.6,,7.6,7.0,,,,,,,ttth,7340101,2,1,45
A00,,,,8.0,,,,7.75,7.75,,ttth,7340101,2,1,46
D01,6.4,,7.8,7.0,,,,,,,ttth,7340101,2,1,47
D01,8.0,,8.0,7.6,,,,,,,ttth,7340101,2,1,48
D01,7.6,,7.4,7.5,,,,,,,ttth,7340101,2,1,49
D01,8.6,,6.8,7.25,,,,,,,ttth,7340101,2,1,50
A01,,,8.6,8.2,,,,8.25,,,ttth,7340101,2,1,51
A00,,,,8.0,,,,7.0,8.25,,ttth,7340101,2,1,52
A00,,,,7.75,,,,7.5,7.8,,ttth,7340101,2,1,53
D01,7.25,,7.8,8.8,,,,,,,ttth,7340101,2,1,54
A00,,,,8.2,,,,8.25,7.75,,ttth,7340101,2,1,55
A00,,,,6.75,,,,7.75,6.8,,ttth,7340101,2,1,56
D01,6.4,,7.2,7.75,,,,,,,ttth,7340101,2,1,57
A00,,,,7.75,,,,8.75,8.0,,ttth,7340101,2,1,58
D01,7.0,,6.4,8.0,,,,,,,ttth,7340101,2,1,59
A00,,,,6.5,,,,6.75,7.8,,ttth,7340101,2,1,60
A00,,,,8.25,,,,7.5,8.2,,ttth,7340101,2,1,61
A00,,,,6.25,,,,7.75,7.8,,ttth,7340101,2,1,62
A00,,,,7.0,,,,9.0,7.8,,ttth,7340101,2,1,63
A00,,,,6.75,,,,7.5,7.0,,ttth,7340101,2,1,64
A00,,,,6.75,,,,7.25,6.6,,ttth,7340101,2,1,65
D01,8.5,,8.8,6.8,,,,,,,ttth,7340101,2,1,66
D01,6.2,,7.8,8.25,,,,,,,ttth,7340101,2,1,67
D01,8.25,,8.4,7.8,,,,,,,ttth,7340101,2,1,68
A01,,,9.4,7.6,,,,7.5,,,ttth,7340101,2,1,69
A00,,,,8.2,,,,7.75,8.25,,ttth,7340101,2,1,70
A00,,,,6.5,,,,7.25,6.8,,ttth,7340101,2,1,71
D01,7.2,,7.4,6.5,,,,,,,ttth,7340101,2,1,72
A00,,,,6.25,,,,7.5,7.2,,ttth,7340101,2,1,73
A00,,,,6.25,,,,8.25,7.4,,ttth,7340101,2,1,74
A00,,,,8.0,,,,8.0,8.25,,ttth,7340101,2,1,75
D01,5.8,,7.4,8.25,,,,,,,ttth,7340101,2,1,76
A00,,,,7.75,,,,7.75,7.6,,ttth,7340101,2,1,77
D01,7.0,,7.6,8.75,,,,,,,ttth,7340101,2,1,78
D01,6.4,,7.0,7.75,,,,,,,ttth,7340101,2,1,79
A01,,,7.8,7.75,,,,8.0,,,ttth,7340101,2,1,80
A00,,,,7.0,,,,7.5,7.4,,ttth,7340101,2,1,81
D01,7.0,,6.0,7.75,,,,,,,ttth,7340101,2,1,82
D01,7.4,,7.0,8.5,,,,,,,ttth,7340101,2,1,83
A00,,,,6.5,,,,7.25,7.8,,ttth,7340101,2,1,84
D01,6.4,,6.2,8.5,,,,,,,ttth,7340101,2,1,85
A00,,,,7.5,,,,7.25,8.0,,ttth,7340101,2,1,86
D01,6.6,,7.0,8.25,,,,,,,ttth,7340101,2,1,87
D01,7.75,,8.0,7.4,,,,,,,ttth,7340101,2,1,88
A00,,,,8.2,,,,7.0,8.5,,ttth,7340101,2,1,89
A00,,,,8.0,,,,7.75,7.4,,ttth,7340101,2,1,90
D01,5.6,,6.2,9.0,,,,,,,ttth,7340101,2,1,91
A00,,,,8.4,,,,7.75,8.0,,ttth,7340101,2,1,92
A00,,,,6.0,,,,7.75,7.8,,ttth,7340101,2,1,93
A01,,,8.4,7.8,,,,7.75,,,ttth,7340101,2,1,94
D01,7.6,,8.0,7.5,,,,,,,ttth,7340101,2,1,95
A01,,,8.6,9.0,,,,7.75,,,ttth,7340101,2,1,96
D01,5.4,,8.0,8.0,,,,,,,ttth,7340101,2,1,97
A01,,,7.2,7.25,,,,7.8,,,ttth,7340101,2,1,98
D01,7.0,,8.6,7.8,,,,,,,ttth,7340101,2,1,99
A00,,,,8.4,,,,8.25,8.25,,ttth,7340101,2,1,100
A00,,,,7.5,,,,7.75,8.2,,ttth,7340101,2,1,101
D01,7.6,,8.2,7.75,,,,,,,ttth,7340101,2,1,102
A00,,,,7.75,,,,7.75,7.6,,ttth,7340101,2,1,103
A00,,,,7.25,,,,8.0,8.2,,ttth,7340101,2,1,104
A00,,,,6.25,,,,8.0,7.6,,ttth,7340101,2,1,105
D01,8.5,,7.8,7.2,,,,,,,ttth,7340101,2,1,106
A00,,,,7.8,,,,8.25,7.75,,ttth,7340101,2,1,107
D01,7.75,,8.2,7.6,,,,,,,ttth,7340101,2,1,108
A00,,,,7.8,,,,8.25,8.0,,ttth,7340101,2,1,109
A00,,,,6.5,,,,8.0,8.0,,ttth,7340101,2,1,110
A01,,,8.4,8.2,,,,7.0,,,ttth,7340101,2,1,111
D01,6.6,,8.2,7.5,,,,,,,ttth,7340101,2,1,112
A00,,,,8.2,,,,7.25,8.25,,ttth,7340101,2,1,113
A01,,,8.6,8.4,,,,7.0,,,ttth,7340101,2,1,114
D01,8.0,,7.6,7.8,,,,,,,ttth,7340101,2,1,115
A00,,,,6.75,,,,6.75,7.2,,ttth,7340101,2,1,116
A00,,,,7.5,,,,7.0,7.8,,ttth,7340101,2,1,117
D01,5.4,,7.8,8.25,,,,,,,ttth,7340101,2,1,118
D01,5.8,,8.4,6.75,,,,,,,ttth,7340101,2,1,119
A01,,,6.8,7.0,,,,8.8,,,ttth,7340115,3,1,0
A00,,,,7.25,,,,8.0,8.0,,ttth,7340115,3,1,1
D01,8.0,,7.8,6.75,,,,,,,ttth,7340115,3,1,2
D01,7.0,,7.2,8.25,,,,,,,ttth,7340115,3,1,3
A00,,,,7.25,,,,8.0,7.8,,ttth,7340115,3,1,4
D01,7.8,,7.0,7.75,,,,,,,ttth,7340115,3,1,5
A00,,,,7.75,,,,7.75,8.8,,ttth,7340115,3,1,6
D01,5.2,,7.6,9.0,,,,,,,ttth,7340115,3,1,7
D01,6.4,,8.4,8.0,,,,,,,ttth,7340115,3,1,8
D01,7.75,,9.2,7.2,,,,,,,ttth,7340115,3,1,9
D01,7.4,,8.0,7.75,,,,,,,ttth,7340115,3,1,10
D01,8.25,,8.4,8.4,,,,,,,ttth,7340115,3,1,11
D01,7.5,,8.6,8.2,,,,,,,ttth,7340115,3,1,12
A00,,,,7.25,,,,8.25,8.4,,ttth,7340115,3,1,13
D01,8.0,,7.2,7.25,,,,,,,ttth,7340115,3,1,14
D01,7.6,,7.6,8.25,,,,,,,ttth,7340115,3,1,15
A00,,,,8.2,,,,7.5,8.0,,ttth,7340115,3,1,16
D01,7.8,,7.6,7.5,,,,,,,ttth,7340115,3,1,17
D01,8.0,,7.0,8.5,,,,,,,ttth,7340115,3,1,18
A00,,,,8.25,,,,8.0,7.6,,ttth,7340115,3,1,19
D01,8.5,,7.4,8.0,,,,,,,ttth,7340115,3,1,20
A00,,,,7.5,,,,7.25,7.6,,ttth,7340115,3,1,21
