likert_nang_dong,likert_huong_noi,likert_sang_tao,likert_logic,likert_to_mo,likert_thi_nghiem,likert_moi_truong,likert_dinh_duong,likert_tranh_luan,likert_thiet_ke,ips_likert_nang_dong,ips_likert_huong_noi,ips_likert_sang_tao,ips_likert_logic,ips_likert_to_mo,ips_likert_thi_nghiem,ips_likert_moi_truong,ips_likert_dinh_duong,ips_likert_tranh_luan,ips_likert_thiet_ke,likert_tb,likert_dolech,diem_Van,diem_Dia,diem_Anh,diem_Toan,diem_Gdktpl,diem_Tin,diem_Su,diem_Ly,diem_Hoa,diem_Sinh,z_diem_Van,z_diem_Dia,z_diem_Anh,z_diem_Toan,z_diem_Gdktpl,z_diem_Tin,z_diem_Su,z_diem_Ly,z_diem_Hoa,z_diem_Sinh,diem_tb,diem_lech,z_tb,z_max,th_A00,th_A01,th_B00,th_B08,th_C00,th_C01,th_C02,th_C03,th_D01,th_D07,th_D09,th_D14,th_D15,th_X01,th_X26,gioi_tinh_nam,muc_tieu,ma_nganh,ma_nhom,nguon,is_that,sample_weight
4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,0.20000000000000018,0.20000000000000018,0.20000000000000018,0.20000000000000018,0.20000000000000018,-1.7999999999999998,0.20000000000000018,0.20000000000000018,0.20000000000000018,0.20000000000000018,3.8,0.6,8.5,,6.0,7.5,,,,,,,1.3666529438025907,,-1.2864721256755947,0.16014405860468997,,,,,,,7.333333333333333,2.5,0.08010829224389535,1.3666529438025907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7340201,2,khaosat,1,1.0
4.0,2.0,4.0,4.0,5.0,3.0,4.0,3.0,5.0,4.0,0.20000000000000018,-1.7999999999999998,0.20000000000000018,0.20000000000000018,1.2000000000000002,-0.7999999999999998,0.20000000000000018,-0.7999999999999998,1.2000000000000002,0.20000000000000018,3.8,0.8717797887081347,,,,8.0,,,,8.0,7.8,,,,,0.7384418545636469,,,,0.8700800584799026,0.49414305437347433,,7.933333333333334,0.20000000000000018,0.7008883224723412,0.8700800584799026,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,7380107,8,khaosat,1,1.0
4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,0.20000000000000018,0.20000000000000018,0.20000000000000018,-0.7999999999999998,0.20000000000000018,-0.7999999999999998,0.20000000000000018,0.20000000000000018,0.20000000000000018,0.20000000000000018,3.8,0.39999999999999997,,,,8.0,,,,8.0,8.0,,,,,0.7384418545636469,,,,0.8700800584799026,0.7329734727248847,,8.0,0.0,0.7804984619228114,0.8700800584799026,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7340201,2,khaosat,1,1.0
3.0,4.0,4.0,2.0,4.0,2.0,4.0,4.0,3.0,4.0,-0.3999999999999999,0.6000000000000001,0.6000000000000001,-1.4,0.6000000000000001,-1.4,0.6000000000000001,0.6000000000000001,-0.3999999999999999,0.6000000000000001,3.4,0.8,7.0,,7.8,7.6,,,,,,,0.023125533278422962,,0.4163768672851156,0.27580361779648094,,,,,,,7.466666666666666,0.7999999999999998,0.23843533945333983,0.4163768672851156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7340201,2,khaosat,1,1.0
3.0,4.0,4.0,5.0,5.0,3.0,3.0,4.0,4.0,4.0,-0.8999999999999999,0.10000000000000009,0.10000000000000009,1.1,1.1,-0.8999999999999999,-0.8999999999999999,0.10000000000000009,0.10000000000000009,0.10000000000000009,3.9,0.7,,,7.5,8.0,,,,8.2,,,,,0.132568701791664,0.7384418545636469,,,,1.082845279833164,,,7.8999999999999995,0.6999999999999993,0.6512852787294916,1.082845279833164,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7340301,2,khaosat,1,1.0
4.0,3.0,5.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.5,0.5,2.5,1.5,1.5,-1.5,-1.5,-1.5,-1.5,-1.5,2.5,1.5652475842498528,,,,8.0,,,,8.0,8.0,,,,,0.7384418545636469,,,,0.8700800584799026,0.7329734727248847,,8.0,0.0,0.7804984619228114,0.8700800584799026,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7340122,1,khaosat,1,1.0
3.0,4.0,4.0,5.0,4.0,2.0,1.0,1.0,3.0,2.0,0.10000000000000009,1.1,1.1,2.1,1.1,-0.8999999999999999,-1.9,-1.9,0.10000000000000009,-0.8999999999999999,2.9,1.3,,,,8.2,,,,7.6,8.0,,,,,0.9697609729472288,,,,0.4445496157733776,0.7329734727248847,,7.933333333333333,0.5999999999999996,0.7157613538151638,0.9697609729472288,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7480201,0,khaosat,1,1.0
3.0,4.0,4.0,5.0,4.0,2.0,1.0,1.0,3.0,2.0,0.10000000000000009,1.1,1.1,2.1,1.1,-0.8999999999999999,-1.9,-1.9,0.10000000000000009,-0.8999999999999999,2.9,1.3,,,,8.2,,,,7.6,8.0,,,,,0.9697609729472288,,,,0.4445496157733776,0.7329734727248847,,7.933333333333333,0.5999999999999996,0.7157613538151638,0.9697609729472288,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7480201,0,khaosat,1,1.0
3.0,3.0,3.0,3.0,3.0,2.0,5.0,3.0,2.0,1.0,0.20000000000000018,0.20000000000000018,0.20000000000000018,0.20000000000000018,0.20000000000000018,-0.7999999999999998,2.2,0.20000000000000018,-0.7999999999999998,-1.7999999999999998,2.8,0.9797958971132712,,,,9.0,,,,,6.25,8.0,,,,1.895037446481561,,,,,-1.3567926878499539,0.9866451912379116,7.75,2.75,0.5082966499565061,1.895037446481561,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7850101,7,khaosat,1,1.0
3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,-0.2999999999999998,-0.2999999999999998,-0.2999999999999998,-0.2999999999999998,-0.2999999999999998,-0.2999999999999998,0.7000000000000002,-0.2999999999999998,0.7000000000000002,0.7000000000000002,3.3,0.45825756949558405,,,,7.8,,,,7.5,8.2,,,,,0.507122736180064,,,,0.3381670050967468,0.971803891076294,,7.833333333333333,0.6999999999999993,0.605697877451035,0.971803891076294,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7340201,2,khaosat,1,1.0
3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,-0.10000000000000009,-0.10000000000000009,-0.10000000000000009,-0.10000000000000009,-0.10000000000000009,-0.10000000000000009,-0.10000000000000009,0.8999999999999999,-0.10000000000000009,-0.10000000000000009,3.1,0.3,,,8.0,8.0,,,,8.0,,,,,0.6055823109474169,0.7384418545636469,,,,0.8700800584799026,,,8.0,0.0,0.738034741330322,0.8700800584799026,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7340201,2,khaosat,1,1.0
1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,-0.30000000000000004,1.7,-0.30000000000000004,-0.30000000000000004,-0.30000000000000004,-0.30000000000000004,-0.30000000000000004,-0.30000000000000004,-0.30000000000000004,0.7,1.3,0.6403124237432848,,,8.0,9.0,,,,9.0,,,,,0.6055823109474169,1.895037446481561,,,,1.9339061652462142,,,8.666666666666666,1.0,1.4781753075583974,1.9339061652462142,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7340122,1,khaosat,1,1.0
4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,0.10000000000000009,0.10000000000000009,0.10000000000000009,0.10000000000000009,-0.8999999999999999,0.10000000000000009,0.10000000000000009,0.10000000000000009,0.10000000000000009,0.10000000000000009,3.9,0.3,8.0,,8.0,8.0,,,,,,,0.9188104736278682,,0.6055823109474169,0.7384418545636469,,,,,,,8.0,0.0,0.7542782130463106,0.9188104736278682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7340122,1,khaosat,1,1.0
2.0,3.0,2.0,3.0,4.0,4.0,2.0,4.0,3.0,1.0,-0.7999999999999998,0.20000000000000018,-0.7999999999999998,0.20000000000000018,1.2000000000000002,1.2000000000000002,-0.7999999999999998,1.2000000000000002,0.20000000000000018,-1.7999999999999998,2.8,0.9797958971132712,,,,6.0,,,,,8.0,8.25,,,,-1.5747493292721808,,,,,0.7329734727248847,1.2502643577021977,7.416666666666667,2.25,0.1361628337183005,1.2502643577021977,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7540106,7,khaosat,1,1.0
2.0,4.0,3.0,5.0,3.0,2.0,1.0,2.0,1.0,2.0,-0.5,1.5,0.5,2.5,0.5,-0.5,-1.5,-0.5,-1.5,-0.5,2.5,1.2041594578792296,8.25,,,5.5,,,,9.5,,,1.1427317087152296,,,-2.153047125231138,,,,2.46581921862937,,,7.75,4.0,0.48516793403782055,2.46581921862937,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7510303,5,khaosat,1,1.0
2.0,5.0,4.0,5.0,4.0,2.0,1.0,1.0,2.0,2.0,-0.7999999999999998,2.2,1.2000000000000002,2.2,1.2000000000000002,-0.7999999999999998,-1.7999999999999998,-1.7999999999999998,-0.7999999999999998,-0.7999999999999998,2.8,1.469693845669907,7.25,,5.5,8.25,,,,,,,0.24704676836578426,,-1.7594857348313475,1.0275907525431254,,,,,,,7.0,2.75,-0.16161607130747932,1.0275907525431254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,7480107,0,khaosat,1,1.0
5.0,3.0,3.0,2.0,4.0,2.0,1.0,2.0,3.0,4.0,2.1,0.10000000000000009,0.10000000000000009,-0.8999999999999999,1.1,-0.8999999999999999,-1.9,-0.8999999999999999,0.10000000000000009,1.1,2.9,1.1357816691600546,,,8.0,7.75,,,9.5,,,,,,0.6055823109474169,0.44929295658416846,,,1.9353617646947474,,,,8.416666666666666,1.75,0.9967456774087776,1.9353617646947474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,7220201,8,khaosat,1,1.0
2.0,3.0,2.0,4.0,3.0,3.0,3.0,5.0,3.0,2.0,-1.0,0.0,-1.0,1.0,0.0,0.0,0.0,2.0,0.0,-1.0,3.0,0.8944271909999159,,,,9.5,,,,5.5,7.25,,,,,2.473335242440518,,,,-1.7894852084358763,-0.1626405960929033,,7.416666666666667,4.0,0.17373647930391278,2.473335242440518,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7540105,7,khaosat,1,1.0
3.0,3.0,3.0,4.0,4.0,4.0,2.0,5.0,3.0,2.0,-0.2999999999999998,-0.2999999999999998,-0.2999999999999998,0.7000000000000002,0.7000000000000002,0.7000000000000002,-1.2999999999999998,1.7000000000000002,-0.2999999999999998,-1.2999999999999998,3.3,0.9,,,9.5,5.75,,,,,,7.0,,,2.024623138414676,-1.8638982272516593,,,,,,-0.06783147461923295,7.416666666666667,3.75,0.03096447884792784,2.024623138414676,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,7540101,7,khaosat,1,1.0
3.0,5.0,3.0,5.0,4.0,2.0,2.0,2.0,2.0,1.0,0.10000000000000009,2.1,0.10000000000000009,2.1,1.1,-0.8999999999999999,-0.8999999999999999,-0.8999999999999999,-0.8999999999999999,-1.9,2.9,1.3,,,7.0,8.0,,,,9.5,,,,,-0.3404449073640889,0.7384418545636469,,,,2.46581921862937,,,8.166666666666666,2.5,0.9546053886096426,2.46581921862937,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7510202,5,khaosat,1,1.0
4.0,3.0,5.0,2.0,5.0,1.0,2.0,2.0,3.0,4.0,0.8999999999999999,-0.10000000000000009,1.9,-1.1,1.9,-2.1,-1.1,-1.1,-0.10000000000000009,0.8999999999999999,3.1,1.3,6.5,,7.25,,,,9.25,,,,-0.42471693689629963,,-0.10393810278621246,,,,1.6879160574410743,,,,7.666666666666667,2.75,0.3864203392528541,1.6879160574410743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,7220204,8,khaosat,1,1.0
4.0,3.0,4.0,5.0,3.0,1.0,2.0,1.0,3.0,3.0,1.1,0.10000000000000009,1.1,2.1,0.10000000000000009,-1.9,-0.8999999999999999,-1.9,0.10000000000000009,0.10000000000000009,2.9,1.2206555615733703,7.25,,9.0,8.5,,,,,,,0.24704676836578426,,1.5516095292589227,1.3167396505226039,,,,,,,8.25,1.75,1.0384653160491035,1.5516095292589227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,7340120,1,khaosat,1,1.0
3.0,4.0,5.0,5.0,3.0,2.0,2.0,1.0,3.0,1.0,0.10000000000000009,1.1,2.1,2.1,0.10000000000000009,-0.8999999999999999,-0.8999999999999999,-1.9,0.10000000000000009,-1.9,2.9,1.374772708486752,,,8.0,8.25,,,,5.5,,,,,0.6055823109474169,1.0275907525431254,,,,-1.7894852084358763,,,7.25,2.75,-0.05210404831511132,1.0275907525431254,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7510303,5,khaosat,1,1.0
4.0,1.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,0.6000000000000001,-2.4,0.6000000000000001,-0.3999999999999999,-0.3999999999999999,0.6000000000000001,0.6000000000000001,0.6000000000000001,-0.3999999999999999,0.6000000000000001,3.4,0.9165151389911681,,,,5.5,,,,,6.0,6.0,,,,-2.153047125231138,,,,,-1.6553307107892166,-1.1223081404763775,5.833333333333333,0.5,-1.6435619921655773,-1.1223081404763775,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,7520115,6,khaosat,1,1.0
5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,0.5999999999999996,-3.4000000000000004,0.5999999999999996,0.5999999999999996,0.5999999999999996,0.5999999999999996,0.5999999999999996,0.5999999999999996,0.5999999999999996,-1.4000000000000004,4.4,1.2806248474865698,,,,7.6,,,,,7.6,6.5,,,,0.27580361779648094,,,,,0.255312636022064,-0.5950698075478053,7.233333333333333,1.0999999999999996,-0.021317851243086754,0.27580361779648094,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,7510401,6,khaosat,1,1.0
4.0,3.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,-0.20000000000000018,-1.2000000000000002,-0.20000000000000018,0.7999999999999998,0.7999999999999998,-0.20000000000000018,-0.20000000000000018,0.7999999999999998,-0.20000000000000018,-0.20000000000000018,4.2,0.6,,,,8.0,,,,7.25,8.0,,,,,0.7384418545636469,,,,0.0722104784051689,0.7329734727248847,,7.75,0.75,0.5145419352312335,0.7384418545636469,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,7480201,0,khaosat,1,1.0
3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,-0.10000000000000009,-0.10000000000000009,-0.10000000000000009,-0.10000000000000009,-0.10000000000000009,-0.10000000000000009,-0.10000000000000009,0.8999999999999999,-0.10000000000000009,-0.10000000000000009,3.1,0.3,,,,7.75,,,,8.0,6.5,,,,,0.44929295658416846,,,,0.8700800584799026,-1.0582546649106912,,7.416666666666667,1.5,0.08703945005112661,0.8700800584799026,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,7510301,5,khaosat,1,1.0
3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,-0.3999999999999999,-0.3999999999999999,-0.3999999999999999,-0.3999999999999999,-0.3999999999999999,-0.3999999999999999,-0.3999999999999999,-0.3999999999999999,1.6,1.6,3.4,0.8,,,,7.0,,,,7.0,7.0,,,,,-0.418153737354267,,,,-0.19374604828640898,-0.46117861903216595,,7.0,0.0,-0.35769280155761396,-0.19374604828640898,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7510203,5,khaosat,1,1.0
5.0,1.0,4.0,4.0,2.0,5.0,3.0,5.0,3.0,3.0,1.5,-2.5,0.5,0.5,-1.5,1.5,-0.5,1.5,-0.5,-0.5,3.5,1.284523257866513,,,,7.0,,,,8.0,7.25,,,,,-0.418153737354267,,,,0.8700800584799026,-0.1626405960929033,,7.416666666666667,1.0,0.09642857501091077,0.8700800584799026,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7510301,5,khaosat,1,1.0
5.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,1.1,0.10000000000000009,0.10000000000000009,-0.8999999999999999,-0.8999999999999999,0.10000000000000009,0.10000000000000009,0.10000000000000009,0.10000000000000009,0.10000000000000009,3.9,0.5385164807134505,,,,7.0,,,,7.0,7.0,,,,,-0.418153737354267,,,,-0.19374604828640898,-0.46117861903216595,,7.0,0.0,-0.35769280155761396,-0.19374604828640898,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,7510301,5,khaosat,1,1.0
5.0,1.0,5.0,5.0,5.0,3.0,1.0,1.0,5.0,3.0,1.6,-2.4,1.6,1.6,1.6,-0.3999999999999999,-2.4,-2.4,1.6,-0.3999999999999999,3.4,1.7435595774162693,,,,8.0,,,,6.0,7.0,,,,,0.7384418545636469,,,,-1.2575721550527206,-0.46117861903216595,,7.0,2.0,-0.32676963984041324,0.7384418545636469,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,7510202,5,khaosat,1,1.0
4.0,1.0,3.0,2.0,2.0,1.0,1.0,5.0,2.0,3.0,1.6,-1.4,0.6000000000000001,-0.3999999999999999,-0.3999999999999999,-1.4,-1.4,2.6,-0.3999999999999999,0.6000000000000001,2.4,1.2806248474865698,,,,6.25,,,,5.75,8.0,,,,,-1.2856004312927025,,,,-1.5235286817442983,0.7329734727248847,,6.666666666666667,2.25,-0.6920518801040387,0.7329734727248847,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7810202,4,khaosat,1,1.0
5.0,2.0,5.0,4.0,2.0,2.0,1.0,1.0,4.0,2.0,2.2,-0.7999999999999998,2.2,1.2000000000000002,-0.7999999999999998,-0.7999999999999998,-1.7999999999999998,-1.7999999999999998,1.2000000000000002,-0.7999999999999998,2.8,1.469693845669907,,,8.25,8.25,,,,,5.25,,,,0.8420891155252933,1.0275907525431254,,,,,-2.5509447796070046,,7.25,3.0,-0.22708830384619536,1.0275907525431254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7340301,2,khaosat,1,1.0
